,label,message,clean_message
661,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",sea lays rock rock envelope envelope paper paper 3 words
662,ham,Then mum's repent how?,mums repent
663,ham,Sorry me going home first... Daddy come fetch ü later...,sorry going home first daddy come fetch later
664,ham,Leave it de:-). Start Prepare for next:-)..,leave de start prepare next
665,ham,Yes baby! We can study all the positions of the kama sutra ;),yes baby study positions kama sutra
666,ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,en chikku nange bakra msg kalstiyathen teacoffee
667,ham,Carlos'll be here in a minute if you still need to buy,carlosll minute still need buy
668,ham,This pay is  &lt;DECIMAL&gt;  lakhs:),pay ltdecimalgt lakhs
669,ham,Have a good evening! Ttyl,good evening ttyl
670,ham,Did u receive my msg?,u receive msg
671,ham,Ho ho - big belly laugh! See ya tomo,ho ho big belly laugh see ya tomo
672,spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",sms ac sun0819 posts helloyou seem cool wanted say hi hi stop send stop 62468
673,spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,get ur 1st ringtone free reply msg tone gr8 top 20 tones phone every week 150 per wk 2 opt send stop 08452810071 16
674,ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ditto wont worry saying anything anymore like said last night whatever want ill peace
675,ham,"I've got  &lt;#&gt; , any way I could pick up?",ive got ltgt way could pick
676,ham,"I dont knw pa, i just drink milk..",dont knw pa drink milk
677,ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,maybe say hi find got card great escape wetherspoons
678,ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",piggy r u awake bet ure still sleeping im going 4 lunch
679,ham,Cause I'm not freaky lol,cause im freaky lol
680,ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,missed call cause yelling scrappy miss u cant wait u come home im lonely today
681,ham,What is this 'hex' place you talk of? Explain!,hex place talk explain
682,ham,Ü log off 4 wat. It's sdryb8i,log 4 wat sdryb8i
683,ham,Is xy going 4 e lunch?,xy going 4 e lunch
684,spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,hi im sue 20 years old work lapdancer love sex text live im bedroom text sue 89555 textoperator g2 1da 150ppmsg 18
685,ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,wanted ask wait 4 finish lect cos lect finishes hour anyway
686,ham,Have you finished work yet? :),finished work yet
687,ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",every king crying baby every great building map imprtant u r today u wil reach tomorw gud ni8
688,ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged ans holiday
689,ham,Thanks love. But am i doing torch or bold.,thanks love torch bold
690,spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,forwarded 448712404000please call 08712404000 immediately urgent message waiting
691,ham,Was the farm open?,farm open
692,ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",sorry trouble u buy 4d dad 1405 1680 1843 2 big 1 small sat n sun thanx
693,ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",sister law hope great month saying hey abiola
694,ham,Will purchase d stuff today and mail to you. Do you have a po box number?,purchase stuff today mail po box number
695,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ah poop looks like ill prob send laptop get fixed cuz gpu problem
696,ham,Good. Good job. I like entrepreneurs,good good job like entrepreneurs
697,ham,"Aight, you close by or still down around alex's place?",aight close still around alexs place
698,ham,meet you in corporation st outside gap … you can see how my mind is working!,meet corporation st outside gap see mind working
699,ham,Mum ask ü to buy food home...,mum ask buy food home
700,ham,K..u also dont msg or reply to his msg..,ku also dont msg reply msg
701,ham,How much r ü willing to pay?,much r willing pay
702,ham,"Sorry, I'll call later",sorry ill call later
703,ham,What is important is that you prevent dehydration by giving her enough fluids,important prevent dehydration giving enough fluids
704,ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",thats bit weird even supposed happening good idea sure pub
705,ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,true deari sat pray evening felt soso smsd time
706,ham,"I don't think I can get away for a trek that long with family in town, sorry",dont think get away trek long family town sorry
707,ham,So when do you wanna gym harri,wanna gym harri
708,ham,Quite late lar... Ard 12 anyway i wun b drivin...,quite late lar ard 12 anyway wun b drivin
709,spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",review keep fantastic nokia ngage game deck club nokia go 2 wwwcnupdatescomnewsletter unsubscribe alerts reply word
710,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt tcs
711,ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",height confidence aeronautics professors wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt 1 didnt move saidif made studentsthis wont even start datz confidence
712,ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
713,spam,08714712388 between 10am-7pm Cost 10p,08714712388 10am7pm cost 10p
714,ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",save stress person dorm account send account details money sent
715,ham,He also knows about lunch menu only da. . I know,also knows lunch menu da know
716,ham,When i have stuff to sell i.ll tell you,stuff sell ill tell
717,spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,449071512431 urgent 2nd attempt contact uu 1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max7 50
718,ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,book lesson msg call work sth im going get specs membership px3748
719,spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,guaranteed 1000 cash 2000 prize claim yr prize call customer service representative 08714712394 10am7pm
720,ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,macha dont feel upseti assume mindsetbelieve one evening wonderful plans uslet life begin againcall anytime
721,ham,Oh is it? Send me the address,oh send address
722,ham,S'fine. Anytime. All the best with it.,sfine anytime best
723,ham,That is wondar full flim.,wondar full flim
724,ham,Ya even those cookies have jelly on them,ya even cookies jelly
725,ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",world running stillmaybe feeling sameso itor admiti madthen correctionor let call lifeand keep running worldmay u r also runninglets run
726,ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,got looks scrumptious daddy wants eat night long
727,ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,cos lar im ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today
728,ham,"Alright omw, gotta change my order to a half8th",alright omw gotta change order half8th
729,ham,Exactly. Anyways how far. Is jide her to study or just visiting,exactly anyways far jide study visiting
730,ham,Dunno y u ask me.,dunno u ask
731,spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,email alertfrom jeri stewartsize 2kbsubject lowcost prescripiton drvgsto listen email call 123
732,ham,No he didn't. Spring is coming early yay!,didnt spring coming early yay
733,ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,lol wont feel bad use money take steak dinner
734,ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,even u dont get trouble convincingjust tel twice tel neglect msgs dont c read itjust dont reply
735,ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,leaving qatar tonite search opportunityall went fastpls add ur prayers dearrakhesh
736,ham,Then why no one talking to me,one talking
737,ham,Thanks for looking out for me. I really appreciate.,thanks looking really appreciate
738,spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,hi customer loyalty offerthe new nokia6650 mobile 10 txtauction txt word start 81151 get 4tctxt tc 150pmtmsg
